id,name,area,address,latitude,longitude,image,walking_distance,nearest_metro,popularity,crowd_level,theme,description,rating,organizer,opening_time,closing_time
172,AJ Block Durga Puja,East Kolkata & Salt Lake,"AJ Block Durga Puja, AJ Block, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",22.588012,88.411023,https://images.pujapath.in/pandals/aj_block_durga_puja.jpg,700,City Centre,7.9,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in East Kolkata & Salt Lake, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
173,BD Block Sarbojanin Durgotsab Committee,East Kolkata & Salt Lake,"BD Block Sarbojanin Durgotsab Committee, BD Block Durgotsab, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",22.587334,88.411412,https://images.pujapath.in/pandals/bd_block_sarbojanin_durgotsab_committee.jpg,900,City Centre,8.0,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in East Kolkata & Salt Lake, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
174,BJ Block Saradotsav Committee,East Kolkata & Salt Lake,"BJ Block Saradotsav Committee, BJ Block Saradotsav, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",22.584312,88.417823,https://images.pujapath.in/pandals/bj_block_saradotsav_committee.jpg,1100,City Centre,8.1,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in East Kolkata & Salt Lake, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
175,BL Block Durga Puja,East Kolkata & Salt Lake,"BL Block Durga Puja, BL Block, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",22.586645,88.410734,https://images.pujapath.in/pandals/bl_block_durga_puja.jpg,300,City Centre,8.2,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in East Kolkata & Salt Lake, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
176,EKTP Phase 2 Abasik Puja Samity,East Kolkata & Salt Lake,"EKTP Phase 2 Abasik Puja Samity, EKTP Phase 2 Abasik Puja Samity, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",22.548012,88.402023,https://images.pujapath.in/pandals/ektp_phase_2_abasik_puja_samity.jpg,500,City Centre,8.3,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in East Kolkata & Salt Lake, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
177,Jawpur Bayam Samity Durga Puja,East Kolkata & Salt Lake,"Jawpur Bayam Samity Durga Puja, Jawpur Bayam Samity, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",22.618012,88.386023,https://images.pujapath.in/pandals/jawpur_bayam_samity_durga_puja.jpg,700,City Centre,8.4,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in East Kolkata & Salt Lake, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
178,Judge Bagan Sarbojanin Durgotsab,East Kolkata & Salt Lake,"Judge Bagan Sarbojanin Durgotsab, Judge Bagan Durgotsab, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",22.582012,88.405023,https://images.pujapath.in/pandals/judge_bagan_sarbojanin_durgotsab.jpg,900,City Centre,8.5,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in East Kolkata & Salt Lake, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
179,Kanjial Para Puja Samity Durga Puja,East Kolkata & Salt Lake,"Kanjial Para Puja Samity Durga Puja, Kanjial Para Puja Samity, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",22.581334,88.405412,https://images.pujapath.in/pandals/kanjial_para_puja_samity_durga_puja.jpg,1100,City Centre,8.6,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in East Kolkata & Salt Lake, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
180,Nabapally Adhibashi Brinda Durga Puja,East Kolkata & Salt Lake,"Nabapally Adhibashi Brinda Durga Puja, Nabapally Adhibashi Brinda, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",22.580645,88.404734,https://images.pujapath.in/pandals/nabapally_adhibashi_brinda_durga_puja.jpg,300,City Centre,7.2,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in East Kolkata & Salt Lake, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
181,Netaji Sporting Club Durga Puja,East Kolkata & Salt Lake,"Netaji Sporting Club Durga Puja, Netaji Sporting, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",22.579012,88.404023,https://images.pujapath.in/pandals/netaji_sporting_club_durga_puja.jpg,500,City Centre,7.3,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in East Kolkata & Salt Lake, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
182,Prafulla Kanan Sarbojanin Durgotsab,East Kolkata & Salt Lake,"Prafulla Kanan Sarbojanin Durgotsab, Prafulla Kanan Durgotsab, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",22.605012,88.423023,https://images.pujapath.in/pandals/prafulla_kanan_sarbojanin_durgotsab.jpg,700,City Centre,7.4,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in East Kolkata & Salt Lake, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
183,Purba Kalikata Sarbojanin Durgotsav,East Kolkata & Salt Lake,"Purba Kalikata Sarbojanin Durgotsav, Purba Kalikata, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",22.571012,88.388023,https://images.pujapath.in/pandals/purba_kalikata_sarbojanin_durgotsav.jpg,900,City Centre,7.5,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in East Kolkata & Salt Lake, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
184,Purbanchal Prabhati Sangha Durga Puja,East Kolkata & Salt Lake,"Purbanchal Prabhati Sangha Durga Puja, Purbanchal Prabhati Sangha, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",22.570334,88.388412,https://images.pujapath.in/pandals/purbanchal_prabhati_sangha_durga_puja.jpg,1100,City Centre,7.6,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in East Kolkata & Salt Lake, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
185,Sixemes Cooperative Housing Durgotsav,East Kolkata & Salt Lake,"Sixemes Cooperative Housing Durgotsav, Sixemes Cooperative Housing, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",22.585012,88.415023,https://images.pujapath.in/pandals/sixemes_cooperative_housing_durgotsav.jpg,300,City Centre,7.7,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in East Kolkata & Salt Lake, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
186,"Sree Sree Durga Puja Committee, Rabindrapally",East Kolkata & Salt Lake,"Sree Sree Durga Puja Committee, Rabindrapally, Sree Sree, Rabindrapally, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",22.602012,88.426023,https://images.pujapath.in/pandals/sree_sree_durga_puja_committee_rabindrapally.jpg,500,City Centre,7.8,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in East Kolkata & Salt Lake, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
187,New Town Sarbojanin,East Kolkata & Salt Lake,"New Town Sarbojanin, New Town, East Kolkata & Salt Lake, Kolkata, West Bengal, 700091, India",22.586012,88.462023,https://images.pujapath.in/pandals/new_town_sarbojanin.jpg,700,Karunamoyee,7.9,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in East Kolkata & Salt Lake, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
188,AK Block Salt Lake,East Kolkata & Salt Lake,"AK Block Salt Lake, AK Block Salt Lake, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",22.589012,88.412023,https://images.pujapath.in/pandals/ak_block_salt_lake.jpg,900,City Centre,8.0,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in East Kolkata & Salt Lake, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
189,Mitali Sangha Kankurgachi,East Kolkata & Salt Lake,"Mitali Sangha Kankurgachi, Mitali Sangha Kankurgachi, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",22.588012,88.382023,https://images.pujapath.in/pandals/mitali_sangha_kankurgachi.jpg,1100,City Centre,8.1,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in East Kolkata & Salt Lake, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
190,2 No Basudebpur Sarbojanin Durga Puja,Behala,"2 No Basudebpur Sarbojanin Durga Puja, 2 No Basudebpur, Behala, Kolkata, West Bengal, 700034, India",22.496012,88.312023,https://images.pujapath.in/pandals/2_no_basudebpur_sarbojanin_durga_puja.jpg,300,Behala Bazar,8.2,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Behala, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
191,7er Pally Sarbojanin Durga Puja Committee,Behala,"7er Pally Sarbojanin Durga Puja Committee, 7er Pally, Behala, Kolkata, West Bengal, 700034, India",22.495334,88.312412,https://images.pujapath.in/pandals/7er_pally_sarbojanin_durga_puja_committee.jpg,500,Behala Bazar,8.3,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Behala, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
192,Acharya Prafulla Sangha,Behala,"Acharya Prafulla Sangha, Acharya Prafulla Sangha, Behala, Kolkata, West Bengal, 700034, India",22.494645,88.311734,https://images.pujapath.in/pandals/acharya_prafulla_sangha.jpg,700,Behala Bazar,8.4,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Behala, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
193,Ajeya Sanghati Durga Puja,Behala,"Ajeya Sanghati Durga Puja, Ajeya Sanghati, Behala, Kolkata, West Bengal, 700034, India",22.493012,88.311023,https://images.pujapath.in/pandals/ajeya_sanghati_durga_puja.jpg,900,Behala Bazar,9.3,High,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Behala, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
194,Barisha Kumarpara Youngs' Club Durga Puja,Behala,"Barisha Kumarpara Youngs' Club Durga Puja, Barisha Kumarpara Youngs', Behala, Kolkata, West Bengal, 700038, India",22.483012,88.311023,https://images.pujapath.in/pandals/barisha_kumarpara_youngs_club_durga_puja.jpg,1100,Behala Chowrasta,8.6,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Behala, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
195,Barisha Maitree Sangha Durgotsab,Behala,"Barisha Maitree Sangha Durgotsab, Barisha Maitree Sangha Durgotsab, Behala, Kolkata, West Bengal, 700038, India",22.482334,88.311412,https://images.pujapath.in/pandals/barisha_maitree_sangha_durgotsab.jpg,300,Behala Chowrasta,7.2,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Behala, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
196,Barisha Milani Sangha Durga Puja,Behala,"Barisha Milani Sangha Durga Puja, Barisha Milani Sangha, Behala, Kolkata, West Bengal, 700038, India",22.481645,88.310734,https://images.pujapath.in/pandals/barisha_milani_sangha_durga_puja.jpg,500,Behala Chowrasta,7.3,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Behala, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
197,Barisha Netaji Sangha Durga Puja,Behala,"Barisha Netaji Sangha Durga Puja, Barisha Netaji Sangha, Behala, Kolkata, West Bengal, 700038, India",22.480012,88.310023,https://images.pujapath.in/pandals/barisha_netaji_sangha_durga_puja.jpg,700,Behala Chowrasta,7.4,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Behala, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
198,Barisha Sarbojanin Durgotsab,Behala,"Barisha Sarbojanin Durgotsab, Barisha Durgotsab, Behala, Kolkata, West Bengal, 700038, India",22.479334,88.310412,https://images.pujapath.in/pandals/barisha_sarbojanin_durgotsab.jpg,900,Behala Chowrasta,7.5,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Behala, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
199,Barisha Saterpalli Sammilani Durga Puja,Behala,"Barisha Saterpalli Sammilani Durga Puja, Barisha Saterpalli Sammilani, Behala, Kolkata, West Bengal, 700038, India",22.478645,88.309734,https://images.pujapath.in/pandals/barisha_saterpalli_sammilani_durga_puja.jpg,1100,Behala Chowrasta,7.6,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Behala, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
200,Behala 11 Pally Durga Puja,Behala,"Behala 11 Pally Durga Puja, Behala 11 Pally, Behala, Kolkata, West Bengal, 700034, India",22.492012,88.315023,https://images.pujapath.in/pandals/behala_11_pally_durga_puja.jpg,300,Behala Bazar,7.7,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Behala, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
201,Haridevpur 41 Palli,Haridevpur,"Haridevpur 41 Palli, Haridevpur 41 Palli, Haridevpur, Kolkata, West Bengal, 700033, India",22.480534,88.337512,https://images.pujapath.in/pandals/haridevpur_41_palli.jpg,500,Mahanayak Uttam Kumar,9.1,High,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Haridevpur, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
202,Vivekananda Park Athletic Club Durga Puja,Haridevpur,"Vivekananda Park Athletic Club Durga Puja, Vivekananda Park Athletic, Haridevpur, Kolkata, West Bengal, 700033, India",22.479812,88.337934,https://images.pujapath.in/pandals/vivekananda_park_athletic_club_durga_puja.jpg,700,Mahanayak Uttam Kumar,7.9,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Haridevpur, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
203,Haridevpur Nabinsathi Club,Haridevpur,"Haridevpur Nabinsathi Club, Haridevpur Nabinsathi, Haridevpur, Kolkata, West Bengal, 700033, India",22.479134,88.337212,https://images.pujapath.in/pandals/haridevpur_nabinsathi_club.jpg,900,Mahanayak Uttam Kumar,8.0,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Haridevpur, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
204,Sodepur Jatiya Sangha Durga Puja,Haridevpur,"Sodepur Jatiya Sangha Durga Puja, Sodepur Jatiya Sangha, Haridevpur, Kolkata, West Bengal, 700033, India",22.477012,88.336023,https://images.pujapath.in/pandals/sodepur_jatiya_sangha_durga_puja.jpg,1100,Mahanayak Uttam Kumar,8.1,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Haridevpur, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
205,Adarsha Samiti Club Durga Puja,Haridevpur,"Adarsha Samiti Club Durga Puja, Adarsha Samiti, Haridevpur, Kolkata, West Bengal, 700033, India",22.476334,88.336412,https://images.pujapath.in/pandals/adarsha_samiti_club_durga_puja.jpg,300,Mahanayak Uttam Kumar,8.2,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Haridevpur, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
206,Haridevpur Vivekananda Park,Haridevpur,"Haridevpur Vivekananda Park, Haridevpur Vivekananda Park, Haridevpur, Kolkata, West Bengal, 700033, India",22.475645,88.335734,https://images.pujapath.in/pandals/haridevpur_vivekananda_park.jpg,500,Mahanayak Uttam Kumar,8.3,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Haridevpur, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
207,Haridevpur Friends Club Durga Puja,Haridevpur,"Haridevpur Friends Club Durga Puja, Haridevpur Friends, Haridevpur, Kolkata, West Bengal, 700033, India",22.474012,88.335023,https://images.pujapath.in/pandals/haridevpur_friends_club_durga_puja.jpg,700,Mahanayak Uttam Kumar,8.4,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Haridevpur, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
208,Haridevpur Paschimpara Sarbojanin,Haridevpur,"Haridevpur Paschimpara Sarbojanin, Haridevpur Paschimpara, Haridevpur, Kolkata, West Bengal, 700033, India",22.473334,88.335412,https://images.pujapath.in/pandals/haridevpur_paschimpara_sarbojanin.jpg,900,Mahanayak Uttam Kumar,8.5,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Haridevpur, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
209,Haridevpur New Sporting Club,Haridevpur,"Haridevpur New Sporting Club, Haridevpur New Sporting, Haridevpur, Kolkata, West Bengal, 700033, India",22.472645,88.334734,https://images.pujapath.in/pandals/haridevpur_new_sporting_club.jpg,1100,Mahanayak Uttam Kumar,8.6,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Haridevpur, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
210,Dum Dum Park Tarun Sangha,Dum Dum / South Dumdum,"Dum Dum Park Tarun Sangha, Dum Dum Park Tarun Sangha, Dum Dum / South Dumdum, Kolkata, West Bengal, 700055, India",22.611123,88.398545,https://images.pujapath.in/pandals/dum_dum_park_tarun_sangha.jpg,300,Dum Dum,9.0,High,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Dum Dum / South Dumdum, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
211,Dum Dum Park Bharat Chakra,Dum Dum / South Dumdum,"Dum Dum Park Bharat Chakra, Dum Dum Park Bharat Chakra, Dum Dum / South Dumdum, Kolkata, West Bengal, 700055, India",22.610512,88.399234,https://images.pujapath.in/pandals/dum_dum_park_bharat_chakra.jpg,500,Dum Dum,9.1,High,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Dum Dum / South Dumdum, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
212,Dum Dum Park Yubak Brinda,Dum Dum / South Dumdum,"Dum Dum Park Yubak Brinda, Dum Dum Park Yubak Brinda, Dum Dum / South Dumdum, Kolkata, West Bengal, 700055, India",22.609834,88.399612,https://images.pujapath.in/pandals/dum_dum_park_yubak_brinda.jpg,700,Dum Dum,7.4,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Dum Dum / South Dumdum, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
213,Dum Dum Park Sarbojanin Durga Puja Samity,Dum Dum / South Dumdum,"Dum Dum Park Sarbojanin Durga Puja Samity, Dum Dum Park Samity, Dum Dum / South Dumdum, Kolkata, West Bengal, 700055, India",22.609145,88.398934,https://images.pujapath.in/pandals/dum_dum_park_sarbojanin_durga_puja_samity.jpg,900,Dum Dum,7.5,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Dum Dum / South Dumdum, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
214,Dakshindari Youth,Dum Dum / South Dumdum,"Dakshindari Youth, Dakshindari Youth, Dum Dum / South Dumdum, Kolkata, West Bengal, 700055, India",22.603012,88.394023,https://images.pujapath.in/pandals/dakshindari_youth.jpg,1100,Dum Dum,7.6,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Dum Dum / South Dumdum, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
215,Dum Dum Tarun Dal,Dum Dum / South Dumdum,"Dum Dum Tarun Dal, Dum Dum Tarun Dal, Dum Dum / South Dumdum, Kolkata, West Bengal, 700055, India",22.621012,88.379023,https://images.pujapath.in/pandals/dum_dum_tarun_dal.jpg,300,Dum Dum,7.7,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Dum Dum / South Dumdum, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
216,Dum Dum Tarun Sangha,Dum Dum / South Dumdum,"Dum Dum Tarun Sangha, Dum Dum Tarun Sangha, Dum Dum / South Dumdum, Kolkata, West Bengal, 700055, India",22.620334,88.379412,https://images.pujapath.in/pandals/dum_dum_tarun_sangha.jpg,500,Dum Dum,7.8,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Dum Dum / South Dumdum, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
217,Dum Dum Motijheel College Para Durga Puja,Dum Dum / South Dumdum,"Dum Dum Motijheel College Para Durga Puja, Dum Dum Motijheel College Para, Dum Dum / South Dumdum, Kolkata, West Bengal, 700055, India",22.623012,88.382023,https://images.pujapath.in/pandals/dum_dum_motijheel_college_para_durga_puja.jpg,700,Dum Dum,7.9,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Dum Dum / South Dumdum, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
218,Dum Dum Park Bharat Mata Puja,Dum Dum / South Dumdum,"Dum Dum Park Bharat Mata Puja, Dum Dum Park Bharat Mata Puja, Dum Dum / South Dumdum, Kolkata, West Bengal, 700055, India",22.610012,88.398023,https://images.pujapath.in/pandals/dum_dum_park_bharat_mata_puja.jpg,900,Dum Dum,8.0,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Dum Dum / South Dumdum, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
219,Nagerbazar Sarbojanin Durga Puja,Dum Dum / South Dumdum,"Nagerbazar Sarbojanin Durga Puja, Nagerbazar, Dum Dum / South Dumdum, Kolkata, West Bengal, 700055, India",22.628012,88.391023,https://images.pujapath.in/pandals/nagerbazar_sarbojanin_durga_puja.jpg,1100,Dum Dum,8.1,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Dum Dum / South Dumdum, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
220,New Town Sarbojanin Durga Puja,New Town,"New Town Sarbojanin Durga Puja, New Town, New Town, Kolkata, West Bengal, 700091, India",22.586012,88.462023,https://images.pujapath.in/pandals/new_town_sarbojanin_durga_puja.jpg,300,Karunamoyee,8.2,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in New Town, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
221,"New Town Durga Puja Committee, BG Block",New Town,"New Town Durga Puja Committee, BG Block, New Town, BG Block, New Town, Kolkata, West Bengal, 700091, India",22.585334,88.462412,https://images.pujapath.in/pandals/new_town_durga_puja_committee_bg_block.jpg,500,Karunamoyee,8.3,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in New Town, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
222,AA 1D Sarbojanin Durga Puja,New Town,"AA 1D Sarbojanin Durga Puja, AA 1D, New Town, Kolkata, West Bengal, 700091, India",22.584645,88.461734,https://images.pujapath.in/pandals/aa_1d_sarbojanin_durga_puja.jpg,700,Karunamoyee,8.4,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in New Town, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
223,BD Block Durga Puja,New Town,"BD Block Durga Puja, BD Block, New Town, Kolkata, West Bengal, 700064, India",22.587012,88.465023,https://images.pujapath.in/pandals/bd_block_durga_puja.jpg,900,City Centre,8.5,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in New Town, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
224,CD Block Durga Puja,New Town,"CD Block Durga Puja, CD Block, New Town, Kolkata, West Bengal, 700091, India",22.586334,88.465412,https://images.pujapath.in/pandals/cd_block_durga_puja.jpg,1100,Karunamoyee,8.6,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in New Town, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
225,DB Block Durga Puja,New Town,"DB Block Durga Puja, DB Block, New Town, Kolkata, West Bengal, 700091, India",22.585645,88.464734,https://images.pujapath.in/pandals/db_block_durga_puja.jpg,300,Karunamoyee,7.2,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in New Town, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
226,BA Block Durga Puja,New Town,"BA Block Durga Puja, BA Block, New Town, Kolkata, West Bengal, 700091, India",22.584012,88.464023,https://images.pujapath.in/pandals/ba_block_durga_puja.jpg,500,Karunamoyee,7.3,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in New Town, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
227,CG Block Durga Puja,New Town,"CG Block Durga Puja, CG Block, New Town, Kolkata, West Bengal, 700091, India",22.583334,88.464412,https://images.pujapath.in/pandals/cg_block_durga_puja.jpg,700,Karunamoyee,7.4,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in New Town, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
228,B Block Durga Puja,New Town,"B Block Durga Puja, B Block, New Town, Kolkata, West Bengal, 700091, India",22.582645,88.463734,https://images.pujapath.in/pandals/b_block_durga_puja.jpg,900,Karunamoyee,7.5,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in New Town, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
