pandal_id,pandal_name,eatery_name,clean_name,cuisine_type,distance_m,distance_km,budget_for_two_inr,best_recommended_item,eatery_latitude,eatery_longitude
152,14 Pally Udayan Sangha,Indian Coffee House (Near 14 Pally Udayan Sangha),Indian Coffee House,Iconic Cultural Cafe,650,0.65,250,"Mutton Infusion, Cold Coffee & Chicken Cutlet",22.574149,88.361576
152,14 Pally Udayan Sangha,Anadi Cabin (Near 14 Pally Udayan Sangha),Anadi Cabin,Heritage Cabin,960,0.96,250,Famous Mughlai Paratha with Duck Egg,22.583105,88.36626
152,14 Pally Udayan Sangha,Kusum Rolls (Near 14 Pally Udayan Sangha),Kusum Rolls,Rolls & Street Eats,970,0.97,250,Double Egg Double Chicken Roll,22.570601,88.36034
153,37 Pally Sarbojanin Durgotsab,Mocambo (Near 37 Pally Sarbojanin Durgotsab),Mocambo,Heritage Continental,630,0.63,1300,Devilled Crab & Chicken Tetrazzini,22.573502,88.355165
153,37 Pally Sarbojanin Durgotsab,Kusum Rolls (Near 37 Pally Sarbojanin Durgotsab),Kusum Rolls,Rolls & Street Eats,760,0.76,250,Double Egg Double Chicken Roll,22.572883,88.362916
153,37 Pally Sarbojanin Durgotsab,Eau Chew (Near 37 Pally Sarbojanin Durgotsab),Eau Chew,Historic Hakka Chinese,660,0.66,900,Josephine Noodles & Chimney Soup,22.575151,88.363844
154,47 Pally Jubak Brinda Durga Puja,Bhim Chandra Nag (Near 47 Pally Jubak Brinda Durga Puja),Bhim Chandra Nag,Centuries Old Sweet Shop,750,0.75,200,Sandesh & Manohara,22.58276,88.362526
154,47 Pally Jubak Brinda Durga Puja,Flurys (Near 47 Pally Jubak Brinda Durga Puja),Flurys,Heritage Tea Room & Bakery,750,0.75,900,"English Breakfast, Rum Ball & Peach Melba",22.583277,88.353668
154,47 Pally Jubak Brinda Durga Puja,Mocambo (Near 47 Pally Jubak Brinda Durga Puja),Mocambo,Heritage Continental,680,0.68,1300,Devilled Crab & Chicken Tetrazzini,22.576774,88.351185
155,Central Calcutta Youth Association,Shiraz Golden Restaurant (Near Central Calcutta Youth Association),Shiraz Golden Restaurant,Kolkata Mughlai,590,0.59,700,"Mutton Biryani, Chaap & Shahi Tukda",22.570748,88.36345
155,Central Calcutta Youth Association,Mocambo (Near Central Calcutta Youth Association),Mocambo,Heritage Continental,800,0.8,1300,Devilled Crab & Chicken Tetrazzini,22.569476,88.350257
156,College Square Sarbojanin Durgotsav,Flurys (Near College Square Sarbojanin Durgotsav),Flurys,Heritage Tea Room & Bakery,810,0.81,900,"English Breakfast, Rum Ball & Peach Melba",22.566774,88.365615
156,College Square Sarbojanin Durgotsav,Bhim Chandra Nag (Near College Square Sarbojanin Durgotsav),Bhim Chandra Nag,Centuries Old Sweet Shop,780,0.78,200,Sandesh & Manohara,22.567719,88.360212
157,Entally Matribhumi Durga Puja,Eau Chew (Near Entally Matribhumi Durga Puja),Eau Chew,Historic Hakka Chinese,590,0.59,900,Josephine Noodles & Chimney Soup,22.568864,88.374411
157,Entally Matribhumi Durga Puja,Anadi Cabin (Near Entally Matribhumi Durga Puja),Anadi Cabin,Heritage Cabin,720,0.72,250,Famous Mughlai Paratha with Duck Egg,22.56189,88.378645
157,Entally Matribhumi Durga Puja,Nizam's (Near Entally Matribhumi Durga Puja),Nizam's,Street Pioneer / Mughlai,650,0.65,300,Original Kathi Kebab Roll & Beef Roll,22.569528,88.374209
158,Entally Sarbojanin Sri Sri Durga Puja,Aminia (Near Entally Sarbojanin Sri Sri Durga Puja),Aminia,Heritage Mughlai,730,0.73,650,Mutton Awadhi Biryani & Rezala,22.569519,88.374897
158,Entally Sarbojanin Sri Sri Durga Puja,Tiretta Chinese Food Kiosk (Near Entally Sarbojanin Sri Sri Durga Puja),Tiretta Chinese Food Kiosk,Authentic Chinese Breakfast,900,0.9,250,Steamed Pork Bao & Wonton Soup,22.570546,88.376471
159,Interact Club of Chowringhee High School Sarbojanin Durga Puja,Kewpie's Kitchen (Near Interact Club of Chowringhee High School Sarbojanin Durga Puja),Kewpie's Kitchen,Authentic Bengali Dining,750,0.75,1000,Mahabhoj Fish & Mangsho Thali,22.549415,88.354717
159,Interact Club of Chowringhee High School Sarbojanin Durga Puja,Eau Chew (Near Interact Club of Chowringhee High School Sarbojanin Durga Puja),Eau Chew,Historic Hakka Chinese,770,0.77,900,Josephine Noodles & Chimney Soup,22.557821,88.34579
160,Kanai Dhar Lane Adhibasi Brinda,Tiretta Chinese Food Kiosk (Near Kanai Dhar Lane Adhibasi Brinda),Tiretta Chinese Food Kiosk,Authentic Chinese Breakfast,780,0.78,250,Steamed Pork Bao & Wonton Soup,22.570681,88.368047
160,Kanai Dhar Lane Adhibasi Brinda,Bhim Chandra Nag (Near Kanai Dhar Lane Adhibasi Brinda),Bhim Chandra Nag,Centuries Old Sweet Shop,800,0.8,200,Sandesh & Manohara,22.560777,88.360956
161,Machua Bazar Sarbajanik Durga Puja Samity,Tiretta Chinese Food Kiosk (Near Machua Bazar Sarbajanik Durga Puja Samity),Tiretta Chinese Food Kiosk,Authentic Chinese Breakfast,890,0.89,250,Steamed Pork Bao & Wonton Soup,22.585212,88.352637
161,Machua Bazar Sarbajanik Durga Puja Samity,Mocambo (Near Machua Bazar Sarbajanik Durga Puja Samity),Mocambo,Heritage Continental,970,0.97,1300,Devilled Crab & Chicken Tetrazzini,22.588582,88.364793
162,Md. Ali Park Durga Puja,Peter Cat (Near Md. Ali Park Durga Puja),Peter Cat,Continental / Heritage,850,0.85,1200,Cheelo Kebab & Iranian Cocktails,22.586298,88.359656
162,Md. Ali Park Durga Puja,Shiraz Golden Restaurant (Near Md. Ali Park Durga Puja),Shiraz Golden Restaurant,Kolkata Mughlai,760,0.76,700,"Mutton Biryani, Chaap & Shahi Tukda",22.573322,88.355418
163,New Market Sarbojanin Sri Sri Durga Puja,Nizam's (Near New Market Sarbojanin Sri Sri Durga Puja),Nizam's,Street Pioneer / Mughlai,710,0.71,300,Original Kathi Kebab Roll & Beef Roll,22.556627,88.358892
163,New Market Sarbojanin Sri Sri Durga Puja,Aminia (Near New Market Sarbojanin Sri Sri Durga Puja),Aminia,Heritage Mughlai,800,0.8,650,Mutton Awadhi Biryani & Rezala,22.561777,88.345476
163,New Market Sarbojanin Sri Sri Durga Puja,Kusum Rolls (Near New Market Sarbojanin Sri Sri Durga Puja),Kusum Rolls,Rolls & Street Eats,820,0.82,250,Double Egg Double Chicken Roll,22.566801,88.356233
164,Pallir Yubak Brinda Durga Puja,Tung Fong Restaurant (Near Pallir Yubak Brinda Durga Puja),Tung Fong Restaurant,Chinese,700,0.7,1100,Chilli Garlic Prawns & Crispy Lamb,22.559255,88.360221
164,Pallir Yubak Brinda Durga Puja,Anadi Cabin (Near Pallir Yubak Brinda Durga Puja),Anadi Cabin,Heritage Cabin,910,0.91,250,Famous Mughlai Paratha with Duck Egg,22.567359,88.351449
165,Santosh Mitra Square Durga Puja,Nizam's (Near Santosh Mitra Square Durga Puja),Nizam's,Street Pioneer / Mughlai,790,0.79,300,Original Kathi Kebab Roll & Beef Roll,22.572339,88.371877
165,Santosh Mitra Square Durga Puja,Mocambo (Near Santosh Mitra Square Durga Puja),Mocambo,Heritage Continental,680,0.68,1300,Devilled Crab & Chicken Tetrazzini,22.573857,88.364579
166,Shishu Palan Foundation,Flurys (Near Shishu Palan Foundation),Flurys,Heritage Tea Room & Bakery,950,0.95,900,"English Breakfast, Rum Ball & Peach Melba",22.57387,88.367625
166,Shishu Palan Foundation,Kewpie's Kitchen (Near Shishu Palan Foundation),Kewpie's Kitchen,Authentic Bengali Dining,690,0.69,1000,Mahabhoj Fish & Mangsho Thali,22.578627,88.352539
166,Shishu Palan Foundation,Indian Coffee House (Near Shishu Palan Foundation),Indian Coffee House,Iconic Cultural Cafe,890,0.89,250,"Mutton Infusion, Cold Coffee & Chicken Cutlet",22.57314,88.351432
167,Wellington Nagarik Kalyan Samity Durga Puja,Anadi Cabin (Near Wellington Nagarik Kalyan Samity Durga Puja),Anadi Cabin,Heritage Cabin,710,0.71,250,Famous Mughlai Paratha with Duck Egg,22.558863,88.363294
167,Wellington Nagarik Kalyan Samity Durga Puja,Eau Chew (Near Wellington Nagarik Kalyan Samity Durga Puja),Eau Chew,Historic Hakka Chinese,690,0.69,900,Josephine Noodles & Chimney Soup,22.56566,88.364101
168,Shimla Byam Samity,Nizam's (Near Shimla Byam Samity),Nizam's,Street Pioneer / Mughlai,740,0.74,300,Original Kathi Kebab Roll & Beef Roll,22.585995,88.371145
168,Shimla Byam Samity,Bhim Chandra Nag (Near Shimla Byam Samity),Bhim Chandra Nag,Centuries Old Sweet Shop,580,0.58,200,Sandesh & Manohara,22.589653,88.366653
169,Singhi Bagan Durga Puja,Tung Fong Restaurant (Near Singhi Bagan Durga Puja),Tung Fong Restaurant,Chinese,770,0.77,1100,Chilli Garlic Prawns & Crispy Lamb,22.583838,88.35694
169,Singhi Bagan Durga Puja,Bhim Chandra Nag (Near Singhi Bagan Durga Puja),Bhim Chandra Nag,Centuries Old Sweet Shop,760,0.76,200,Sandesh & Manohara,22.580722,88.358121
170,Beliaghata 33 Palli Durga Puja,Kewpie's Kitchen (Near Beliaghata 33 Palli Durga Puja),Kewpie's Kitchen,Authentic Bengali Dining,590,0.59,1000,Mahabhoj Fish & Mangsho Thali,22.570258,88.389229
170,Beliaghata 33 Palli Durga Puja,Kusum Rolls (Near Beliaghata 33 Palli Durga Puja),Kusum Rolls,Rolls & Street Eats,840,0.84,250,Double Egg Double Chicken Roll,22.562632,88.378254
171,Entally Sarbojanin,Indian Coffee House (Near Entally Sarbojanin),Indian Coffee House,Iconic Cultural Cafe,540,0.54,250,"Mutton Infusion, Cold Coffee & Chicken Cutlet",22.558799,88.376979
171,Entally Sarbojanin,Tiretta Chinese Food Kiosk (Near Entally Sarbojanin),Tiretta Chinese Food Kiosk,Authentic Chinese Breakfast,850,0.85,250,Steamed Pork Bao & Wonton Soup,22.569559,88.371453
172,AJ Block Durga Puja,Gupta Brothers (Near AJ Block Durga Puja),Gupta Brothers,North Indian & Sweets,630,0.63,400,Chole Bhature & Rasmalai,22.593577,88.409708
172,AJ Block Durga Puja,Fly Kouzina (Near AJ Block Durga Puja),Fly Kouzina,Vegetarian Fine Dining,880,0.88,850,Crispy Corn & Sizzling Brownie,22.594565,88.406165
172,AJ Block Durga Puja,Chowman (Near AJ Block Durga Puja),Chowman,Chinese,610,0.61,700,Kung Pao Chicken & Hakka Noodles,22.58561,88.40568
173,BD Block Sarbojanin Durgotsab Committee,Gupta Brothers (Near BD Block Sarbojanin Durgotsab Committee),Gupta Brothers,North Indian & Sweets,700,0.7,400,Chole Bhature & Rasmalai,22.581097,88.410243
173,BD Block Sarbojanin Durgotsab Committee,Chowman (Near BD Block Sarbojanin Durgotsab Committee),Chowman,Chinese,960,0.96,700,Kung Pao Chicken & Hakka Noodles,22.590876,88.402885
173,BD Block Sarbojanin Durgotsab Committee,Kasturi (Near BD Block Sarbojanin Durgotsab Committee),Kasturi,Bengali & Dhakai,890,0.89,650,Chingri Malai & Bhetki Paturi,22.592527,88.418028
174,BJ Block Saradotsav Committee,Santa's Fantasea (Near BJ Block Saradotsav Committee),Santa's Fantasea,Tribal & Coastal Seafood,690,0.69,800,Banshpoda Mangsho & Seafood Rice,22.590028,88.41513
174,BJ Block Saradotsav Committee,Gupta Brothers (Near BJ Block Saradotsav Committee),Gupta Brothers,North Indian & Sweets,850,0.85,400,Chole Bhature & Rasmalai,22.576663,88.416998
174,BJ Block Saradotsav Committee,Kasturi (Near BJ Block Saradotsav Committee),Kasturi,Bengali & Dhakai,580,0.58,650,Chingri Malai & Bhetki Paturi,22.588846,88.420661
175,BL Block Durga Puja,Chowman (Near BL Block Durga Puja),Chowman,Chinese,940,0.94,700,Kung Pao Chicken & Hakka Noodles,22.591756,88.418042
175,BL Block Durga Puja,Gupta Brothers (Near BL Block Durga Puja),Gupta Brothers,North Indian & Sweets,720,0.72,400,Chole Bhature & Rasmalai,22.592791,88.40842
176,EKTP Phase 2 Abasik Puja Samity,Gupta Brothers (Near EKTP Phase 2 Abasik Puja Samity),Gupta Brothers,North Indian & Sweets,950,0.95,400,Chole Bhature & Rasmalai,22.54062,88.406732
176,EKTP Phase 2 Abasik Puja Samity,Bhoj Company (Near EKTP Phase 2 Abasik Puja Samity),Bhoj Company,Bengali Homestyle,700,0.7,750,Kochi Panthar Jhol & Chingri Malaikari,22.543565,88.406869
177,Jawpur Bayam Samity Durga Puja,Arsalan (Near Jawpur Bayam Samity Durga Puja),Arsalan,Mughlai,530,0.53,700,Mutton Biryani & Murgh Rezala,22.62236,88.383851
177,Jawpur Bayam Samity Durga Puja,Bhoj Company (Near Jawpur Bayam Samity Durga Puja),Bhoj Company,Bengali Homestyle,910,0.91,750,Kochi Panthar Jhol & Chingri Malaikari,22.613173,88.37886
177,Jawpur Bayam Samity Durga Puja,Haji Saheb (Near Jawpur Bayam Samity Durga Puja),Haji Saheb,Mughlai,880,0.88,650,Special Mutton Biryani & Murgh Bhuna,22.623177,88.392538
178,Judge Bagan Sarbojanin Durgotsab,Gupta Brothers (Near Judge Bagan Sarbojanin Durgotsab),Gupta Brothers,North Indian & Sweets,840,0.84,400,Chole Bhature & Rasmalai,22.574808,88.407617
178,Judge Bagan Sarbojanin Durgotsab,Oudh 1590 (Near Judge Bagan Sarbojanin Durgotsab),Oudh 1590,Awadhi,520,0.52,950,Murgh Sugandhi Kebab & Awadhi Handi Biryani,22.586144,88.407439
178,Judge Bagan Sarbojanin Durgotsab,Kasturi (Near Judge Bagan Sarbojanin Durgotsab),Kasturi,Bengali & Dhakai,640,0.64,650,Chingri Malai & Bhetki Paturi,22.584957,88.399663
179,Kanjial Para Puja Samity Durga Puja,Arsalan (Near Kanjial Para Puja Samity Durga Puja),Arsalan,Mughlai,660,0.66,700,Mutton Biryani & Murgh Rezala,22.587036,88.40731
179,Kanjial Para Puja Samity Durga Puja,Chowman (Near Kanjial Para Puja Samity Durga Puja),Chowman,Chinese,710,0.71,700,Kung Pao Chicken & Hakka Noodles,22.583083,88.398766
179,Kanjial Para Puja Samity Durga Puja,Haji Saheb (Near Kanjial Para Puja Samity Durga Puja),Haji Saheb,Mughlai,730,0.73,650,Special Mutton Biryani & Murgh Bhuna,22.586398,88.409969
180,Nabapally Adhibashi Brinda Durga Puja,Haji Saheb (Near Nabapally Adhibashi Brinda Durga Puja),Haji Saheb,Mughlai,760,0.76,650,Special Mutton Biryani & Murgh Bhuna,22.580993,88.412119
180,Nabapally Adhibashi Brinda Durga Puja,Santa's Fantasea (Near Nabapally Adhibashi Brinda Durga Puja),Santa's Fantasea,Tribal & Coastal Seafood,590,0.59,800,Banshpoda Mangsho & Seafood Rice,22.575828,88.407203
180,Nabapally Adhibashi Brinda Durga Puja,Bhoj Company (Near Nabapally Adhibashi Brinda Durga Puja),Bhoj Company,Bengali Homestyle,800,0.8,750,Kochi Panthar Jhol & Chingri Malaikari,22.581074,88.412503
181,Netaji Sporting Club Durga Puja,Oudh 1590 (Near Netaji Sporting Club Durga Puja),Oudh 1590,Awadhi,970,0.97,950,Murgh Sugandhi Kebab & Awadhi Handi Biryani,22.587003,88.407916
181,Netaji Sporting Club Durga Puja,Arsalan (Near Netaji Sporting Club Durga Puja),Arsalan,Mughlai,760,0.76,700,Mutton Biryani & Murgh Rezala,22.572146,88.403683
181,Netaji Sporting Club Durga Puja,Chowman (Near Netaji Sporting Club Durga Puja),Chowman,Chinese,970,0.97,700,Kung Pao Chicken & Hakka Noodles,22.570742,88.400874
182,Prafulla Kanan Sarbojanin Durgotsab,Gupta Brothers (Near Prafulla Kanan Sarbojanin Durgotsab),Gupta Brothers,North Indian & Sweets,700,0.7,400,Chole Bhature & Rasmalai,22.600584,88.427891
182,Prafulla Kanan Sarbojanin Durgotsab,Santa's Fantasea (Near Prafulla Kanan Sarbojanin Durgotsab),Santa's Fantasea,Tribal & Coastal Seafood,860,0.86,800,Banshpoda Mangsho & Seafood Rice,22.600165,88.429567
182,Prafulla Kanan Sarbojanin Durgotsab,Bhoj Company (Near Prafulla Kanan Sarbojanin Durgotsab),Bhoj Company,Bengali Homestyle,550,0.55,750,Kochi Panthar Jhol & Chingri Malaikari,22.605289,88.428367
183,Purba Kalikata Sarbojanin Durgotsav,Bhoj Company (Near Purba Kalikata Sarbojanin Durgotsav),Bhoj Company,Bengali Homestyle,540,0.54,750,Kochi Panthar Jhol & Chingri Malaikari,22.566331,88.386525
183,Purba Kalikata Sarbojanin Durgotsav,Oudh 1590 (Near Purba Kalikata Sarbojanin Durgotsav),Oudh 1590,Awadhi,890,0.89,950,Murgh Sugandhi Kebab & Awadhi Handi Biryani,22.574662,88.39574
184,Purbanchal Prabhati Sangha Durga Puja,Gupta Brothers (Near Purbanchal Prabhati Sangha Durga Puja),Gupta Brothers,North Indian & Sweets,580,0.58,400,Chole Bhature & Rasmalai,22.569223,88.382898
184,Purbanchal Prabhati Sangha Durga Puja,Oudh 1590 (Near Purbanchal Prabhati Sangha Durga Puja),Oudh 1590,Awadhi,960,0.96,950,Murgh Sugandhi Kebab & Awadhi Handi Biryani,22.578695,88.39054
184,Purbanchal Prabhati Sangha Durga Puja,Kasturi (Near Purbanchal Prabhati Sangha Durga Puja),Kasturi,Bengali & Dhakai,610,0.61,650,Chingri Malai & Bhetki Paturi,22.571743,88.382675
185,Sixemes Cooperative Housing Durgotsav,Bhoj Company (Near Sixemes Cooperative Housing Durgotsav),Bhoj Company,Bengali Homestyle,760,0.76,750,Kochi Panthar Jhol & Chingri Malaikari,22.591869,88.414518
185,Sixemes Cooperative Housing Durgotsav,Chowman (Near Sixemes Cooperative Housing Durgotsav),Chowman,Chinese,770,0.77,700,Kung Pao Chicken & Hakka Noodles,22.584867,88.422513
186,"Sree Sree Durga Puja Committee, Rabindrapally","Chowman (Near Sree Sree Durga Puja Committee, Rabindrapally)",Chowman,Chinese,920,0.92,700,Kung Pao Chicken & Hakka Noodles,22.60996,88.428672
186,"Sree Sree Durga Puja Committee, Rabindrapally","Bhoj Company (Near Sree Sree Durga Puja Committee, Rabindrapally)",Bhoj Company,Bengali Homestyle,820,0.82,750,Kochi Panthar Jhol & Chingri Malaikari,22.600934,88.433917
187,New Town Sarbojanin,Kasturi (Near New Town Sarbojanin),Kasturi,Bengali & Dhakai,720,0.72,650,Chingri Malai & Bhetki Paturi,22.592282,88.460131
187,New Town Sarbojanin,Haji Saheb (Near New Town Sarbojanin),Haji Saheb,Mughlai,680,0.68,650,Special Mutton Biryani & Murgh Bhuna,22.58839,88.468124
187,New Town Sarbojanin,Bhoj Company (Near New Town Sarbojanin),Bhoj Company,Bengali Homestyle,840,0.84,750,Kochi Panthar Jhol & Chingri Malaikari,22.580905,88.468073
188,AK Block Salt Lake,Arsalan (Near AK Block Salt Lake),Arsalan,Mughlai,720,0.72,700,Mutton Biryani & Murgh Rezala,22.59552,88.411807
188,AK Block Salt Lake,Kasturi (Near AK Block Salt Lake),Kasturi,Bengali & Dhakai,600,0.6,650,Chingri Malai & Bhetki Paturi,22.587539,88.417641
188,AK Block Salt Lake,Santa's Fantasea (Near AK Block Salt Lake),Santa's Fantasea,Tribal & Coastal Seafood,570,0.57,800,Banshpoda Mangsho & Seafood Rice,22.586588,88.416917
189,Mitali Sangha Kankurgachi,Chowman (Near Mitali Sangha Kankurgachi),Chowman,Chinese,850,0.85,700,Kung Pao Chicken & Hakka Noodles,22.591856,88.389184
189,Mitali Sangha Kankurgachi,Gupta Brothers (Near Mitali Sangha Kankurgachi),Gupta Brothers,North Indian & Sweets,720,0.72,400,Chole Bhature & Rasmalai,22.581857,88.384308
189,Mitali Sangha Kankurgachi,Haji Saheb (Near Mitali Sangha Kankurgachi),Haji Saheb,Mughlai,850,0.85,650,Special Mutton Biryani & Murgh Bhuna,22.594544,88.377662
190,2 No Basudebpur Sarbojanin Durga Puja,Chowman (Near 2 No Basudebpur Sarbojanin Durga Puja),Chowman,Chinese,550,0.55,650,Drums of Heaven & Mixed Fried Rice,22.492782,88.307956
190,2 No Basudebpur Sarbojanin Durga Puja,Mithai Ghar (Near 2 No Basudebpur Sarbojanin Durga Puja),Mithai Ghar,Sweets & Morning Snacks,690,0.69,160,Radhaballabhi & Pantua,22.497981,88.305657
190,2 No Basudebpur Sarbojanin Durga Puja,Bhojohori Manna (Near 2 No Basudebpur Sarbojanin Durga Puja),Bhojohori Manna,Traditional Bengali,830,0.83,750,Ilish Bhapa & Kochi Panthar Jhol,22.50319,88.309664
191,7er Pally Sarbojanin Durga Puja Committee,Campari Corner (Near 7er Pally Sarbojanin Durga Puja Committee),Campari Corner,Classic Cutlets,830,0.83,260,Diamond Fish Fry & Mutton Cutlet,22.488387,88.315469
191,7er Pally Sarbojanin Durga Puja Committee,Kasturi Restaurant (Near 7er Pally Sarbojanin Durga Puja Committee),Kasturi Restaurant,Bangladeshi / Bengali,580,0.58,650,Kachupata Chingri Bhapa & Bhetki Paturi,22.495795,88.318029
192,Acharya Prafulla Sangha,Chowman (Near Acharya Prafulla Sangha),Chowman,Chinese,530,0.53,650,Drums of Heaven & Mixed Fried Rice,22.497378,88.315967
192,Acharya Prafulla Sangha,Oudh 1590 (Near Acharya Prafulla Sangha),Oudh 1590,Awadhi,730,0.73,950,Galawati Kebab & Shahi Biryani,22.490097,88.316878
192,Acharya Prafulla Sangha,Kasturi Restaurant (Near Acharya Prafulla Sangha),Kasturi Restaurant,Bangladeshi / Bengali,720,0.72,650,Kachupata Chingri Bhapa & Bhetki Paturi,22.500411,88.314986
193,Ajeya Sanghati Durga Puja,Kasturi Restaurant (Near Ajeya Sanghati Durga Puja),Kasturi Restaurant,Bangladeshi / Bengali,700,0.7,650,Kachupata Chingri Bhapa & Bhetki Paturi,22.489277,88.305528
193,Ajeya Sanghati Durga Puja,Chowman (Near Ajeya Sanghati Durga Puja),Chowman,Chinese,630,0.63,650,Drums of Heaven & Mixed Fried Rice,22.497322,88.315029
194,Barisha Kumarpara Youngs' Club Durga Puja,Oudh 1590 (Near Barisha Kumarpara Youngs' Club Durga Puja),Oudh 1590,Awadhi,700,0.7,950,Galawati Kebab & Shahi Biryani,22.477151,88.308451
194,Barisha Kumarpara Youngs' Club Durga Puja,Kasturi Restaurant (Near Barisha Kumarpara Youngs' Club Durga Puja),Kasturi Restaurant,Bangladeshi / Bengali,640,0.64,650,Kachupata Chingri Bhapa & Bhetki Paturi,22.482638,88.317232
195,Barisha Maitree Sangha Durgotsab,Arsalan (Near Barisha Maitree Sangha Durgotsab),Arsalan,Mughlai,840,0.84,700,Mutton Awadhi Biryani & Firni,22.48993,88.311342
195,Barisha Maitree Sangha Durgotsab,Kasturi Restaurant (Near Barisha Maitree Sangha Durgotsab),Kasturi Restaurant,Bangladeshi / Bengali,610,0.61,650,Kachupata Chingri Bhapa & Bhetki Paturi,22.485963,88.315878
195,Barisha Maitree Sangha Durgotsab,Chowman (Near Barisha Maitree Sangha Durgotsab),Chowman,Chinese,550,0.55,650,Drums of Heaven & Mixed Fried Rice,22.484657,88.31614
196,Barisha Milani Sangha Durga Puja,Bhojohori Manna (Near Barisha Milani Sangha Durga Puja),Bhojohori Manna,Traditional Bengali,830,0.83,750,Ilish Bhapa & Kochi Panthar Jhol,22.479757,88.302924
196,Barisha Milani Sangha Durga Puja,Mithai Ghar (Near Barisha Milani Sangha Durga Puja),Mithai Ghar,Sweets & Morning Snacks,770,0.77,160,Radhaballabhi & Pantua,22.479898,88.31798
196,Barisha Milani Sangha Durga Puja,Chowman (Near Barisha Milani Sangha Durga Puja),Chowman,Chinese,660,0.66,650,Drums of Heaven & Mixed Fried Rice,22.484922,88.316097
197,Barisha Netaji Sangha Durga Puja,Campari Corner (Near Barisha Netaji Sangha Durga Puja),Campari Corner,Classic Cutlets,750,0.75,260,Diamond Fish Fry & Mutton Cutlet,22.484917,88.31506
197,Barisha Netaji Sangha Durga Puja,Chowman (Near Barisha Netaji Sangha Durga Puja),Chowman,Chinese,610,0.61,650,Drums of Heaven & Mixed Fried Rice,22.483558,88.314566
198,Barisha Sarbojanin Durgotsab,Bhojohori Manna (Near Barisha Sarbojanin Durgotsab),Bhojohori Manna,Traditional Bengali,780,0.78,750,Ilish Bhapa & Kochi Panthar Jhol,22.472427,88.311954
198,Barisha Sarbojanin Durgotsab,Chowman (Near Barisha Sarbojanin Durgotsab),Chowman,Chinese,970,0.97,650,Drums of Heaven & Mixed Fried Rice,22.485348,88.317277
198,Barisha Sarbojanin Durgotsab,Kasturi Restaurant (Near Barisha Sarbojanin Durgotsab),Kasturi Restaurant,Bangladeshi / Bengali,930,0.93,650,Kachupata Chingri Bhapa & Bhetki Paturi,22.487037,88.314042
199,Barisha Saterpalli Sammilani Durga Puja,Mithai Ghar (Near Barisha Saterpalli Sammilani Durga Puja),Mithai Ghar,Sweets & Morning Snacks,760,0.76,160,Radhaballabhi & Pantua,22.479471,88.302399
199,Barisha Saterpalli Sammilani Durga Puja,Campari Corner (Near Barisha Saterpalli Sammilani Durga Puja),Campari Corner,Classic Cutlets,900,0.9,260,Diamond Fish Fry & Mutton Cutlet,22.485926,88.313645
199,Barisha Saterpalli Sammilani Durga Puja,Oudh 1590 (Near Barisha Saterpalli Sammilani Durga Puja),Oudh 1590,Awadhi,970,0.97,950,Galawati Kebab & Shahi Biryani,22.473153,88.30238
200,Behala 11 Pally Durga Puja,Oudh 1590 (Near Behala 11 Pally Durga Puja),Oudh 1590,Awadhi,680,0.68,950,Galawati Kebab & Shahi Biryani,22.496441,88.310436
200,Behala 11 Pally Durga Puja,Mithai Ghar (Near Behala 11 Pally Durga Puja),Mithai Ghar,Sweets & Morning Snacks,880,0.88,160,Radhaballabhi & Pantua,22.486931,88.308438
200,Behala 11 Pally Durga Puja,Kasturi Restaurant (Near Behala 11 Pally Durga Puja),Kasturi Restaurant,Bangladeshi / Bengali,600,0.6,650,Kachupata Chingri Bhapa & Bhetki Paturi,22.497317,88.313796
201,Haridevpur 41 Palli,Gariahat Fast Food (Near Haridevpur 41 Palli),Gariahat Fast Food,Kolkata Street Rolls,760,0.76,200,Double Mutton Roll & Chicken Pakora,22.478241,88.344477
201,Haridevpur 41 Palli,Koshe Kosha (Near Haridevpur 41 Palli),Koshe Kosha,Authentic Bengali,590,0.59,700,Kasha Mangsho & Radhaballavi,22.485427,88.335225
201,Haridevpur 41 Palli,Maa Tara Cabin (Near Haridevpur 41 Palli),Maa Tara Cabin,Bengali Snacks Cabin,620,0.62,220,Fish Fry with Mustard Kasundi,22.485839,88.335559
202,Vivekananda Park Athletic Club Durga Puja,Koshe Kosha (Near Vivekananda Park Athletic Club Durga Puja),Koshe Kosha,Authentic Bengali,810,0.81,700,Kasha Mangsho & Radhaballavi,22.472857,88.335461
202,Vivekananda Park Athletic Club Durga Puja,Haji Biryani (Near Vivekananda Park Athletic Club Durga Puja),Haji Biryani,Budget Mughlai Biryani,580,0.58,350,Kolkata Mutton Dum Biryani,22.478103,88.343265
202,Vivekananda Park Athletic Club Durga Puja,Chowman (Near Vivekananda Park Athletic Club Durga Puja),Chowman,Chinese,770,0.77,650,Crispy Honey Chilli Chicken & Hakka Noodles,22.472849,88.337813
203,Haridevpur Nabinsathi Club,Gariahat Fast Food (Near Haridevpur Nabinsathi Club),Gariahat Fast Food,Kolkata Street Rolls,590,0.59,200,Double Mutton Roll & Chicken Pakora,22.476239,88.332394
203,Haridevpur Nabinsathi Club,Maa Tara Cabin (Near Haridevpur Nabinsathi Club),Maa Tara Cabin,Bengali Snacks Cabin,850,0.85,220,Fish Fry with Mustard Kasundi,22.473064,88.332142
